pct_pop,cum_bad,cum_good,ks,p
0.00016666666666666666,0.0007535795026375283,0.0,0.0007535795026375283,0.7286956649930307
0.0003333333333333333,0.0015071590052750565,0.0,0.0015071590052750565,0.727983657850781
0.0005,0.002260738507912585,0.0,0.002260738507912585,0.7264365257583238
0.0006666666666666666,0.002260738507912585,0.00021399529210357372,0.002046743215809011,0.7208370715849035
0.0008333333333333334,0.003014318010550113,0.00021399529210357372,0.0028003227184465393,0.7188414918277236
0.001,0.003014318010550113,0.00042799058420714745,0.0025863274263429655,0.7179243502656665
0.0011666666666666668,0.0037678975131876413,0.00042799058420714745,0.003339906928980494,0.714167536625969
0.0013333333333333333,0.0037678975131876413,0.0006419858763107211,0.0031259116368769204,0.7138209599931264
0.0015,0.00452147701582517,0.0006419858763107211,0.0038794911395144483,0.7128514507092533
0.0016666666666666668,0.0052750565184626974,0.0006419858763107211,0.004633070642151976,0.7086974209411518
0.0018333333333333333,0.0052750565184626974,0.0008559811684142949,0.004419075350048402,0.7086215935811374
0.002,0.006028636021100226,0.0008559811684142949,0.005172654852685931,0.7069970780788093
0.0021666666666666666,0.006782215523737754,0.0008559811684142949,0.005926234355323459,0.7041126737046419
0.0023333333333333335,0.007535795026375283,0.0008559811684142949,0.006679813857960988,0.7039755112103114
0.0025,0.008289374529012811,0.0008559811684142949,0.007433393360598516,0.7039644229114579
0.0026666666666666666,0.00904295403165034,0.0008559811684142949,0.008186972863236044,0.7031650559378386
0.0028333333333333335,0.009796533534287867,0.0008559811684142949,0.008940552365873572,0.702805679478224
0.003,0.010550113036925395,0.0008559811684142949,0.0096941318685111,0.7023179334889106
0.0031666666666666666,0.011303692539562924,0.0008559811684142949,0.01044771137114863,0.7019568271570679
0.0033333333333333335,0.012057272042200452,0.0008559811684142949,0.011201290873786157,0.7014214195323049
0.0035,0.01281085154483798,0.0008559811684142949,0.011954870376423685,0.7011291982236355
0.0036666666666666666,0.013564431047475508,0.0008559811684142949,0.012708449879061213,0.7008711853335877
0.003833333333333333,0.014318010550113038,0.0008559811684142949,0.013462029381698742,0.7005893071757006
0.004,0.014318010550113038,0.0010699764605178687,0.013248034089595169,0.6999935853402961
0.004166666666666667,0.015071590052750565,0.0010699764605178687,0.014001613592232696,0.6994757193181432
0.004333333333333333,0.015071590052750565,0.0012839717526214422,0.013787618300129123,0.6988750708051517
0.0045,0.015825169555388093,0.0012839717526214422,0.01454119780276665,0.6963757729765746
0.004666666666666667,0.016578749058025623,0.0012839717526214422,0.01529477730540418,0.6958230402307861
0.004833333333333334,0.01733232856066315,0.0012839717526214422,0.016048356808041706,0.6947935671282556
0.005,0.01808590806330068,0.0012839717526214422,0.016801936310679236,0.6946902150552979
0.005166666666666667,0.01808590806330068,0.001497967044725016,0.016587941018575664,0.6933559878382116
0.005333333333333333,0.018839487565938208,0.001497967044725016,0.017341520521213193,0.6927610695268871
0.0055,0.019593067068575734,0.001497967044725016,0.01809510002385072,0.6926253556849473
0.005666666666666667,0.020346646571213264,0.001497967044725016,0.01884867952648825,0.6914142855938238
0.005833333333333334,0.02110022607385079,0.001497967044725016,0.019602259029125775,0.6906948256199544
0.006,0.02110022607385079,0.0017119623368285898,0.0193882637370222,0.6906167470913921
0.006166666666666667,0.02185380557648832,0.0017119623368285898,0.02014184323965973,0.6889897988500053
0.006333333333333333,0.02260738507912585,0.0017119623368285898,0.02089542274229726,0.6887962066488645
0.0065,0.023360964581763375,0.0017119623368285898,0.021649002244934785,0.6883038964375975
0.006666666666666667,0.023360964581763375,0.0019259576289321636,0.021435006952831213,0.688021668268891
0.006833333333333334,0.024114544084400905,0.0019259576289321636,0.022188586455468742,0.6877816484362148
0.007,0.024114544084400905,0.0021399529210357373,0.021974591163365167,0.6877130674831876
0.007166666666666667,0.024114544084400905,0.002353948213139311,0.021760595871261595,0.6875757455982134
0.007333333333333333,0.024114544084400905,0.0025679435052428845,0.02154660057915802,0.6869385853833229
0.0075,0.024868123587038434,0.0025679435052428845,0.02230018008179555,0.686862661075275
0.007666666666666666,0.02562170308967596,0.0025679435052428845,0.023053759584433075,0.6865268348348752
0.007833333333333333,0.02637528259231349,0.0025679435052428845,0.023807339087070604,0.6862734249684985
0.008,0.027128862094951016,0.0025679435052428845,0.02456091858970813,0.6860442194394124
0.008166666666666666,0.027128862094951016,0.0027819387973464582,0.02434692329760456,0.685996810315405
0.008333333333333333,0.027128862094951016,0.002995934089450032,0.024132928005500983,0.6857193358030015
0.0085,0.027882441597588545,0.002995934089450032,0.024886507508138513,0.6855614228772375
0.008666666666666666,0.027882441597588545,0.003209929381553606,0.02467251221603494,0.6852553248134132
0.008833333333333334,0.028636021100226075,0.003209929381553606,0.02542609171867247,0.6849396212483119
0.009,0.0293896006028636,0.003209929381553606,0.026179671221309996,0.6847760387691535
0.009166666666666667,0.03014318010550113,0.003209929381553606,0.026933250723947526,0.6839963940111166
0.009333333333333334,0.03089675960813866,0.003209929381553606,0.027686830226585055,0.6825209697064083
0.0095,0.031650339110776186,0.003209929381553606,0.02844040972922258,0.6816738165741608
0.009666666666666667,0.03240391861341371,0.003209929381553606,0.029193989231860108,0.6803899880275882
0.009833333333333333,0.03240391861341371,0.0034239246736571796,0.028979993939756532,0.6799929332348765
0.01,0.033157498116051246,0.0034239246736571796,0.029733573442394065,0.6797348413325256
0.010166666666666666,0.03391107761868877,0.0034239246736571796,0.03048715294503159,0.678641796217384
0.010333333333333333,0.0346646571213263,0.0034239246736571796,0.031240732447669117,0.677786752939618
0.0105,0.03541823662396383,0.0034239246736571796,0.03199431195030665,0.6752872426767509
0.010666666666666666,0.03617181612660136,0.0034239246736571796,0.032747891452944176,0.6739282457076315
0.010833333333333334,0.03692539562923888,0.0034239246736571796,0.0335014709555817,0.6736025162415049
0.011,0.03692539562923888,0.0036379199657607534,0.03328747566347813,0.6728652610718202
0.011166666666666667,0.037678975131876416,0.0036379199657607534,0.034041055166115664,0.6727955281065147
0.011333333333333334,0.03843255463451394,0.0036379199657607534,0.03479463466875319,0.6727645341707931
0.0115,0.03918613413715147,0.0036379199657607534,0.035548214171390716,0.6722242477130289
0.011666666666666667,0.039939713639788994,0.0036379199657607534,0.03630179367402824,0.6716729965178675
0.011833333333333333,0.039939713639788994,0.003851915257864327,0.03608779838192467,0.6713912231661447
0.012,0.04069329314242653,0.003851915257864327,0.0368413778845622,0.6708428004640244
0.012166666666666666,0.04144687264506405,0.003851915257864327,0.03759495738719973,0.6704785624290028
