pct_pop,cum_bad,cum_good,ks,p
0.00016666666666666666,0.0,0.00021399529210357372,0.00021399529210357372,0.6439780507102802
0.0003333333333333333,0.0,0.00042799058420714745,0.00042799058420714745,0.6439780507102802
0.0005,0.0007535795026375283,0.00042799058420714745,0.0003255889184303808,0.6439780507102802
0.0006666666666666666,0.0015071590052750565,0.00042799058420714745,0.001079168421067909,0.6439780507102802
0.0008333333333333334,0.002260738507912585,0.00042799058420714745,0.0018327479237054372,0.6439780507102802
0.001,0.002260738507912585,0.0006419858763107211,0.0016187526316018637,0.6439780507102802
0.0011666666666666668,0.003014318010550113,0.0006419858763107211,0.0023723321342393917,0.6439780507102802
0.0013333333333333333,0.003014318010550113,0.0008559811684142949,0.002158336842135818,0.6439780507102802
0.0015,0.0037678975131876413,0.0008559811684142949,0.0029119163447733467,0.6439780507102802
0.0016666666666666668,0.00452147701582517,0.0008559811684142949,0.0036654958474108745,0.6439780507102802
0.0018333333333333333,0.0052750565184626974,0.0008559811684142949,0.004419075350048402,0.6439780507102802
0.002,0.006028636021100226,0.0008559811684142949,0.005172654852685931,0.6439780507102802
0.0021666666666666666,0.006782215523737754,0.0008559811684142949,0.005926234355323459,0.6439780507102802
0.0023333333333333335,0.007535795026375283,0.0008559811684142949,0.006679813857960988,0.6439780507102802
0.0025,0.007535795026375283,0.0010699764605178687,0.006465818565857414,0.6439780507102802
0.0026666666666666666,0.008289374529012811,0.0010699764605178687,0.0072193980684949425,0.6439780507102802
0.0028333333333333335,0.00904295403165034,0.0010699764605178687,0.00797297757113247,0.6439780507102802
0.003,0.009796533534287867,0.0010699764605178687,0.008726557073769998,0.6439780507102802
0.0031666666666666666,0.009796533534287867,0.0012839717526214422,0.008512561781666424,0.6439780507102802
0.0033333333333333335,0.010550113036925395,0.0012839717526214422,0.009266141284303952,0.6439780507102802
0.0035,0.011303692539562924,0.0012839717526214422,0.010019720786941482,0.6439780507102802
0.0036666666666666666,0.012057272042200452,0.0012839717526214422,0.01077330028957901,0.6439780507102802
0.003833333333333333,0.01281085154483798,0.0012839717526214422,0.011526879792216537,0.6439780507102802
0.004,0.01281085154483798,0.001497967044725016,0.011312884500112964,0.6439780507102802
0.004166666666666667,0.013564431047475508,0.001497967044725016,0.012066464002750492,0.6439780507102802
0.004333333333333333,0.013564431047475508,0.0017119623368285898,0.011852468710646918,0.6439780507102802
0.0045,0.014318010550113038,0.0017119623368285898,0.012606048213284447,0.6439780507102802
